STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",9/30/21,64,70,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/1/21,62,72,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/2/21,64,79,51
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/3/21,70,84,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/4/21,73,75,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/5/21,65,68,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/6/21,67,72,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/7/21,69,78,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/8/21,70,79,60
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/9/21,67,70,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/10/21,65,69,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/11/21,67,76,62
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/12/21,67,74,61
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/13/21,68,73,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/14/21,71,82,64
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/15/21,73,84,63
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/16/21,73,82,59
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/17/21,59,65,52
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/18/21,55,65,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/19/21,56,70,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/20/21,67,80,58
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/21/21,68,79,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/22/21,67,73,56
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/23/21,58,64,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/24/21,55,63,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/25/21,66,78,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/26/21,62,66,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/27/21,60,67,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/28/21,56,61,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/29/21,56,61,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/30/21,61,67,57
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",10/31/21,62,69,55
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/1/21,58,64,50
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/2/21,53,56,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/3/21,47,56,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/4/21,45,54,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/5/21,45,55,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/6/21,46,56,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/7/21,46,57,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/8/21,54,68,43
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/9/21,59,74,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/10/21,61,69,46
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/11/21,53,64,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/12/21,64,69,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/13/21,53,66,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/14/21,42,48,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/15/21,45,51,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/16/21,44,52,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/17/21,46,59,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/18/21,59,72,47
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/19/21,50,51,41
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/20/21,42,49,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/21/21,48,57,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/22/21,51,55,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/23/21,39,46,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/24/21,38,48,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/25/21,45,59,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/26/21,47,48,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/27/21,39,43,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/28/21,37,42,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/29/21,41,47,33
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",11/30/21,36,42,27
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/1/21,45,51,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/2/21,53,59,45
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/3/21,49,51,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/4/21,43,51,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/5/21,42,52,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/6/21,53,66,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/7/21,44,45,36
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/8/21,39,44,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/9/21,36,41,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/10/21,44,51,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/11/21,52,69,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/12/21,51,55,39
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/13/21,45,55,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/14/21,48,56,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/15/21,44,55,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/16/21,57,65,54
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/17/21,58,62,48
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/18/21,45,49,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/19/21,42,47,30
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/20/21,31,40,23
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/21/21,35,43,26
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/22/21,43,50,34
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/23/21,35,39,31
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/24/21,36,42,32
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/25/21,41,55,38
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/26/21,50,55,40
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/27/21,39,40,35
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/28/21,42,48,37
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/29/21,44,46,42
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/30/21,46,50,44
USW00014734,"NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US",12/31/21,50,54,47
